PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
28;079;8;7;28079008_7_8;2022;11;7;V;15;V;23;V;9;V;23;V;12;V;26;V;22;V;11;V;28;V;9;V;4;V;12;V;22;V;8;V;9;V;9;V;8;V;3;V;5;V;7;V;9;V;8;V;11;V;5;V;24;V;12;V;9;V;48;V;54;V;0;N
28;079;8;7;28079008_7_8;2022;12;9;V;21;V;33;V;19;V;19;V;17;V;36;V;6;V;11;V;5;V;3;V;13;V;12;V;14;V;11;V;14;V;9;V;12;V;17;V;49;V;15;V;10;V;10;V;10;V;16;V;24;V;49;V;33;V;11;V;9;V;15;V
28;079;8;8;28079008_8_8;2022;01;60;V;53;V;56;V;43;V;31;V;35;V;51;V;52;V;28;V;41;V;55;V;50;V;48;V;45;V;50;V;56;V;70;V;71;V;70;V;52;V;41;V;39;V;39;V;46;V;47;V;46;V;51;V;54;V;55;V;55;V;64;V
28;079;8;8;28079008_8_8;2022;02;30;V;65;V;71;V;57;V;32;V;35;V;50;V;46;V;56;V;77;V;69;V;42;V;29;V;30;V;41;V;48;V;67;V;64;V;26;V;32;V;48;V;47;V;53;V;59;V;41;V;36;V;28;V;48;V;0;N;0;N;0;N
28;079;8;8;28079008_8_8;2022;03;50;V;34;V;50;V;29;V;29;V;18;V;28;V;30;V;49;V;41;V;36;V;24;V;21;V;39;V;51;V;42;V;29;V;32;V;26;V;19;V;33;V;22;V;34;V;41;V;34;V;26;V;24;V;34;V;36;V;33;V;37;V
28;079;8;8;28079008_8_8;2022;04;24;V;18;V;18;V;25;V;33;V;31;V;34;V;24;V;19;V;20;V;23;V;28;V;32;V;15;V;22;V;25;V;26;V;28;V;24;V;21;V;29;V;27;V;19;V;21;V;35;V;43;V;35;V;39;V;28;V;44;V;0;N
28;079;8;8;28079008_8_8;2022;05;27;V;17;V;22;V;21;V;26;V;22;V;20;V;17;V;30;V;32;V;39;V;33;V;39;V;30;V;17;V;23;V;29;V;42;V;32;V;32;V;27;V;22;V;24;V;20;V;15;V;18;V;27;V;25;V;32;V;23;V;30;V
28;079;8;8;28079008_8_8;2022;06;29;V;27;V;33;V;27;V;19;V;36;V;32;V;24;V;19;V;36;V;30;V;26;V;39;V;54;V;36;V;34;V;28;V;29;V;14;V;23;V;23;V;19;V;23;V;22;V;17;V;18;V;17;V;20;V;37;V;22;V;0;N
28;079;8;8;28079008_8_8;2022;07;23;V;19;V;17;V;34;V;34;V;23;V;20;V;29;V;30;V;29;V;35;V;32;V;50;V;34;V;36;V;23;V;25;V;26;V;25;V;31;V;36;V;33;V;30;V;29;V;22;V;24;V;22;V;32;V;32;V;15;V;21;V
28;079;8;8;28079008_8_8;2022;08;27;V;22;V;31;V;34;V;32;V;27;V;20;V;33;V;29;V;20;V;25;V;32;V;32;V;19;V;19;V;21;V;17;V;15;V;24;V;27;V;37;V;22;V;24;V;37;V;25;V;16;V;23;V;16;V;24;V;40;V;25;V
28;079;8;8;28079008_8_8;2022;09;37;V;25;V;18;V;23;V;32;V;26;V;28;V;24;V;28;V;27;V;43;V;35;V;20;V;28;V;29;V;33;V;28;V;20;V;23;V;34;V;41;V;40;V;32;V;28;V;9;V;19;V;38;V;36;V;26;V;25;V;0;N
28;079;8;8;28079008_8_8;2022;10;47;V;47;V;56;V;80;V;55;V;32;V;46;V;30;V;22;V;38;V;30;V;23;V;42;V;59;V;46;V;43;V;37;V;46;V;41;V;28;V;28;V;19;V;16;V;36;V;42;V;59;V;53;V;56;V;36;V;35;V;39;V
28;079;8;8;28079008_8_8;2022;11;34;V;41;V;44;V;35;V;45;V;41;V;56;V;53;V;32;V;50;V;36;V;31;V;39;V;43;V;25;V;26;V;23;V;29;V;23;V;24;V;21;V;27;V;24;V;33;V;35;V;49;V;41;V;36;V;58;V;67;V;0;N
28;079;8;8;28079008_8_8;2022;12;44;V;43;V;54;V;42;V;47;V;44;V;52;V;35;V;40;V;21;V;23;V;28;V;34;V;43;V;34;V;45;V;40;V;37;V;46;V;59;V;36;V;28;V;34;V;37;V;36;V;53;V;60;V;52;V;35;V;28;V;45;V
28;079;8;9;28079008_9_47;2022;01;13;V;12;V;18;V;10;V;4;V;6;V;9;V;14;V;6;V;5;V;7;V;4;V;5;V;6;V;11;V;18;V;15;V;11;V;12;V;6;V;4;V;7;V;7;V;7;V;6;V;8;V;7;V;8;V;7;V;9;V;11;V
28;079;8;9;28079008_9_47;2022;02;3;V;9;V;15;V;18;V;10;V;5;V;7;V;5;V;9;V;17;V;19;V;10;V;11;V;4;V;6;V;5;V;12;V;14;V;4;V;5;V;7;V;5;V;8;V;7;V;6;V;5;V;7;V;9;V;0;N;0;N;0;N
28;079;8;9;28079008_9_47;2022;03;10;V;5;V;8;V;2;V;3;V;4;V;5;V;3;V;6;V;8;V;5;V;3;V;3;V;11;V;65;V;25;V;4;V;4;V;7;V;5;V;3;V;3;V;5;V;5;V;7;V;6;V;8;V;14;V;17;V;7;V;6;V
28;079;8;9;28079008_9_47;2022;04;4;V;3;V;3;V;5;V;7;V;7;V;7;V;4;V;5;V;5;V;7;V;3;V;6;V;3;V;6;V;6;V;6;V;6;V;6;V;3;V;3;V;3;V;2;V;5;V;5;V;10;V;6;V;6;V;7;V;14;V;0;N
28;079;8;9;28079008_9_47;2022;05;14;V;8;V;5;V;6;V;10;V;5;V;5;V;6;V;7;V;8;V;11;V;10;V;8;V;18;V;9;V;8;V;6;V;10;V;16;V;12;V;13;V;16;V;9;V;5;V;4;V;5;V;4;V;7;V;15;V;11;V;10;V
28;079;8;9;28079008_9_47;2022;06;8;V;12;V;9;V;9;V;7;V;11;V;11;V;16;V;16;V;10;V;28;V;13;V;17;V;30;V;41;V;40;V;33;V;26;V;18;V;20;V;9;V;8;V;21;V;14;V;11;V;10;V;8;V;12;V;13;V;8;V;0;N
28;079;8;9;28079008_9_47;2022;07;19;N;63;N;62;N;36;N;13;N;64;N;22;N;24;N;35;N;32;N;39;N;32;N;31;N;25;N;20;N;36;N;33;N;42;N;35;N;16;N;79;N;80;N;20;N;20;N;34;N;129;N;137;N;29;N;37;N;78;N;76;N
28;079;8;9;28079008_9_47;2022;08;48;N;56;N;59;N;44;N;42;N;40;N;43;N;31;N;47;N;58;N;90;N;57;N;36;N;12;N;7;N;11;N;4;V;4;V;5;V;7;V;11;V;7;V;11;V;16;V;14;V;13;V;13;V;15;V;19;V;9;V;6;V
28;079;8;9;28079008_9_47;2022;09;9;V;7;V;6;V;7;V;9;V;5;V;6;V;8;V;7;V;5;V;14;V;16;V;15;V;8;V;10;V;7;V;2;V;17;V;33;V;15;V;10;V;9;V;9;V;5;V;2;V;4;V;7;V;5;V;4;V;4;V;0;N
28;079;8;9;28079008_9_47;2022;10;7;V;10;V;10;V;22;V;23;V;12;V;11;V;11;V;11;V;16;V;15;V;7;V;7;V;13;V;11;V;12;V;15;V;14;V;18;V;9;V;11;V;9;V;11;V;6;V;5;V;14;V;15;V;17;V;12;V;14;V;15;V
28;079;8;9;28079008_9_47;2022;11;9;V;7;V;8;V;3;V;8;V;11;V;13;V;11;V;6;V;8;V;6;V;7;V;9;V;12;V;5;V;4;V;9;V;4;V;5;V;4;V;3;V;4;V;7;V;6;V;4;V;10;V;14;V;5;V;11;V;16;V;0;N
28;079;8;9;28079008_9_47;2022;12;8;V;11;V;19;V;18;V;15;V;16;V;20;V;8;V;6;V;6;N;3;N;13;N;15;V;3;V;4;V;7;V;11;V;10;V;16;V;16;V;6;V;4;V;4;V;10;V;11;V;13;V;15;V;15;V;12;V;7;V;13;V
28;079;8;10;28079008_10_47;2022;01;16;V;15;V;22;V;14;V;5;V;8;V;11;V;16;V;7;V;8;V;12;V;8;V;8;V;9;V;14;V;22;V;21;V;19;V;19;V;11;V;7;V;9;V;9;V;9;V;9;V;11;V;15;V;14;V;12;V;16;V;19;V
28;079;8;10;28079008_10_47;2022;02;7;V;19;V;24;V;27;V;14;V;10;V;12;V;10;V;18;V;27;V;33;V;23;V;21;V;6;V;9;V;9;V;20;V;22;V;7;V;8;V;10;V;8;V;14;V;13;V;9;V;7;V;11;V;14;V;0;N;0;N;0;N
28;079;8;10;28079008_10_47;2022;03;17;V;10;V;11;V;4;V;4;V;5;V;6;V;5;V;11;V;13;V;8;V;6;V;5;V;36;V;227;V;81;V;16;V;9;V;13;V;11;V;5;V;4;V;7;V;8;V;13;V;10;V;16;V;28;V;41;V;15;V;10;V
28;079;8;10;28079008_10_47;2022;04;6;V;4;V;4;V;9;V;12;V;12;V;13;V;9;V;11;V;11;V;21;V;5;V;9;V;7;V;14;V;11;V;15;V;14;V;11;V;5;V;6;V;5;V;3;V;8;V;8;V;15;V;9;V;9;V;14;V;27;V;0;N
28;079;8;10;28079008_10_47;2022;05;29;V;13;V;9;V;11;V;16;V;10;V;10;V;11;V;16;V;19;V;24;V;24;V;19;V;30;V;18;V;17;V;14;V;22;V;37;V;27;V;27;V;33;V;17;V;12;V;8;V;11;V;9;V;15;V;29;V;22;V;23;V
28;079;8;10;28079008_10_47;2022;06;20;V;25;V;22;V;19;V;17;V;24;V;22;V;29;V;25;V;19;V;45;V;28;V;35;V;64;V;87;V;76;V;55;V;54;V;36;V;34;V;18;V;18;V;35;V;24;V;23;V;21;V;17;V;25;V;27;V;18;V;0;N
28;079;8;10;28079008_10_47;2022;07;35;N;91;N;94;N;59;N;29;N;95;N;36;N;41;N;58;N;57;N;70;N;63;N;65;N;50;N;42;N;68;N;62;N;81;N;63;N;36;N;124;N;126;N;33;N;40;N;55;N;166;N;169;N;37;N;48;N;87;N;83;N
28;079;8;10;28079008_10_47;2022;08;53;N;62;N;69;N;56;N;52;N;51;N;49;N;40;N;54;N;66;N;98;N;85;N;66;N;16;N;11;N;14;N;6;V;5;V;8;V;11;V;15;V;11;V;16;V;25;V;23;V;16;V;20;V;22;V;30;V;22;V;15;V
28;079;8;10;28079008_10_47;2022;09;17;V;13;V;12;V;14;V;17;V;12;V;15;V;14;V;13;V;12;V;27;V;32;V;22;V;10;V;12;V;10;V;3;V;20;V;36;V;19;V;16;V;14;V;12;V;9;V;3;V;7;V;13;V;12;V;8;V;7;V;0;N
28;079;8;10;28079008_10_47;2022;10;13;V;16;V;21;V;47;V;51;V;24;V;23;V;23;V;23;V;23;V;19;V;12;V;14;V;22;V;19;V;24;V;23;V;29;V;39;V;14;V;13;V;11;V;12;V;9;V;12;V;24;V;26;V;30;V;20;V;21;V;21;V
28;079;8;10;28079008_10_47;2022;11;12;V;12;V;12;V;5;V;13;V;17;V;19;V;18;V;8;V;12;V;9;V;12;V;15;V;19;V;10;V;8;V;13;V;11;V;9;V;9;V;7;V;7;V;14;V;15;V;9;V;19;V;21;V;11;V;25;V;30;V;0;N
28;079;8;10;28079008_10_47;2022;12;15;V;18;V;26;V;22;V;18;V;30;V;35;V;11;V;9;V;10;N;5;N;15;N;17;V;5;V;8;V;13;V;16;V;13;V;22;V;23;V;11;V;10;V;8;V;15;V;12;V;12;V;15;V;14;V;13;V;18;V;25;V
28;079;8;12;28079008_12_8;2022;01;146;V;115;V;127;V;88;V;45;V;51;V;97;V;96;V;39;V;90;V;134;V;95;V;72;V;66;V;84;V;87;V;132;V;161;V;146;V;87;V;61;V;53;V;50;V;62;V;60;V;63;V;91;V;95;V;110;V;105;V;121;V
28;079;8;12;28079008_12_8;2022;02;37;V;149;V;167;V;103;V;43;V;48;V;90;V;67;V;85;V;137;V;144;V;53;V;39;V;43;V;69;V;81;V;126;V;135;V;34;V;41;V;80;V;66;V;81;V;84;V;55;V;45;V;36;V;70;V;0;N;0;N;0;N
28;079;8;12;28079008_12_8;2022;03;86;V;49;V;93;V;37;V;37;V;23;V;40;V;43;V;74;V;57;V;50;V;33;V;27;V;49;V;71;V;57;V;37;V;43;V;34;V;25;V;45;V;30;V;45;V;56;V;46;V;33;V;30;V;49;V;51;V;44;V;49;V
28;079;8;12;28079008_12_8;2022;04;31;V;22;V;23;V;33;V;44;V;45;V;59;V;40;V;30;V;28;V;35;V;39;V;46;V;20;V;28;V;33;V;32;V;37;V;33;V;28;V;44;V;38;V;29;V;27;V;48;V;55;V;48;V;56;V;37;V;58;V;0;N
28;079;8;12;28079008_12_8;2022;05;36;V;23;V;29;V;28;V;34;V;29;V;26;V;22;V;40;V;41;V;50;V;42;V;50;V;38;V;24;V;31;V;43;V;55;V;43;V;40;V;35;V;29;V;33;V;28;V;21;V;24;V;35;V;31;V;40;V;35;V;45;V
28;079;8;12;28079008_12_8;2022;06;45;V;38;V;48;V;36;V;25;V;57;V;45;V;37;V;27;V;55;V;48;V;32;V;50;V;74;V;46;V;46;V;37;V;36;V;20;V;34;V;31;V;30;V;34;V;32;V;25;V;24;V;21;V;26;V;48;V;31;V;0;N
28;079;8;12;28079008_12_8;2022;07;29;V;25;V;22;V;43;V;42;V;30;V;25;V;37;V;37;V;36;V;41;V;38;V;61;V;39;V;41;V;28;V;29;V;32;V;32;V;36;V;44;V;40;V;35;V;35;V;27;V;30;V;28;V;41;V;40;V;19;V;25;V
28;079;8;12;28079008_12_8;2022;08;31;V;27;V;37;V;43;V;38;V;32;V;25;V;40;V;36;V;24;V;31;V;40;V;45;V;24;V;23;V;26;V;21;V;19;V;29;V;33;V;50;V;27;V;32;V;49;V;31;V;20;V;28;V;19;V;30;V;53;V;32;V
28;079;8;12;28079008_12_8;2022;09;45;V;35;V;23;V;29;V;48;V;40;V;39;V;34;V;39;V;37;V;69;V;49;V;30;V;41;V;40;V;46;V;33;V;25;V;28;V;42;V;52;V;50;V;39;V;33;V;11;V;23;V;64;V;62;V;34;V;38;V;0;N
28;079;8;12;28079008_12_8;2022;10;73;V;79;V;76;V;155;V;84;V;42;V;75;V;37;V;28;V;49;V;37;V;27;V;58;V;98;V;71;V;58;V;48;V;67;V;72;V;36;V;38;V;25;V;20;V;56;V;61;V;111;V;95;V;95;V;40;V;43;V;51;V
28;079;8;12;28079008_12_8;2022;11;45;V;64;V;79;V;49;V;80;V;60;V;96;V;86;V;49;V;93;V;49;V;37;V;57;V;76;V;37;V;40;V;37;V;41;V;28;V;31;V;31;V;41;V;37;V;49;V;43;V;87;V;60;V;50;V;132;V;150;V;0;N
28;079;8;12;28079008_12_8;2022;12;58;V;75;V;105;V;71;V;77;V;71;V;107;V;43;V;57;V;29;V;27;V;48;V;53;V;64;V;52;V;67;V;54;V;55;V;72;V;135;V;59;V;44;V;49;V;53;V;61;V;90;V;136;V;103;V;52;V;42;V;69;V
28;079;8;14;28079008_14_6;2022;01;20.03;V;15.01;V;8.04;V;21.74;V;44.72;V;34.9;V;25.21;V;16.76;V;46.62;V;29.79;V;21.57;V;30.05;V;31.12;V;36.27;V;35.16;V;25.56;V;19.91;V;23.11;V;21.57;V;31.45;V;37.99;V;44.96;V;41.41;V;34.08;V;34.93;V;33.6;V;33.78;V;36.21;V;38.93;V;38.06;V;24;V
28;079;8;14;28079008_14_6;2022;02;58.74;V;21.25;V;14.68;V;17.11;V;46.91;V;55.46;V;37.33;V;44.87;V;35.49;V;16.12;V;19.63;V;38.43;V;50.2;V;54.72;V;43.34;V;34.75;V;15.95;V;22.99;V;51.93;V;52.98;V;38.68;V;45.15;V;39.79;V;29.75;V;35.64;V;36.82;V;55.84;V;28.91;V;0;N;0;N;0;N
28;079;8;14;28079008_14_6;2022;03;33.56;V;51.71;V;26.38;V;65.82;V;62.73;V;71.8;V;53.05;V;57.85;V;34.83;V;43.85;V;49;V;60.13;V;70.78;V;48.06;V;29.26;V;37.73;V;54.63;V;46.06;V;50.93;V;70.95;V;55.07;V;67.91;V;53.45;V;39.5;V;35.12;V;49.53;V;45.79;V;43.11;V;32.05;V;18.36;V;29.14;V
28;079;8;14;28079008_14_6;2022;04;41.12;N;48.11;N;34.07;N;71.11;N;66.12;V;65.05;V;54.37;V;52.32;V;51.93;V;46.29;V;62.4;V;57.5;V;47.18;V;73.76;V;66.35;V;67.16;V;75.29;V;70.28;V;57.8;V;73.18;V;70.08;V;57.34;V;67.67;V;68.04;V;58.75;V;53.72;V;46.06;V;35.63;V;71.95;V;44.65;V;0;N
28;079;8;14;28079008_14_6;2022;05;58.63;V;64.52;V;67.31;V;70.59;V;72.89;V;79.27;V;80.81;V;81.21;V;77.77;V;83.52;V;72.07;V;78.95;V;71.26;V;69.69;V;64.13;V;53.51;V;42.5;V;48.61;V;67.76;V;66.84;V;78;V;69.76;V;67.9;V;57.32;V;75.21;V;72.74;V;53.46;V;76.01;V;65.98;V;70.61;V;58.63;V
28;079;8;14;28079008_14_6;2022;06;48.42;V;54.39;V;53.36;V;56.41;V;70.62;V;55.45;V;51.02;V;40.1;V;46.21;V;61.35;V;68.04;V;80.44;V;64.92;V;43.27;V;55.36;V;62.87;V;59.71;V;68.89;V;68.6;V;59.67;V;72.06;V;61.33;V;61.69;V;63.55;V;59.17;V;73.28;V;77.23;V;81.16;V;69.9;V;64.45;V;0;N
28;079;8;14;28079008_14_6;2022;07;77.92;V;69.14;V;71.76;V;65.27;V;71.11;V;69.43;V;86.65;V;88.09;V;97.16;V;93.48;V;83.19;V;97.79;V;94.68;V;102.08;V;90.56;V;98.88;V;94.19;V;96.25;V;73.33;V;92.44;V;77.58;V;75.4;V;88.62;V;67.45;V;76.42;V;67.38;V;71.88;V;64.39;V;59.14;V;61.68;V;77.05;V
28;079;8;14;28079008_14_6;2022;08;84.96;V;86.54;V;95.81;V;79.19;V;84.44;V;85.59;V;82.66;V;73.75;V;76.54;V;86.08;V;81.43;V;67.15;V;45.35;V;66.23;V;85.33;V;85.68;V;62.9;V;73.33;V;82.24;V;78.65;V;67.05;V;53.83;V;58.94;V;56.8;V;71.36;V;72.88;V;70.34;V;77.87;V;60.8;V;57.05;V;81.58;V
28;079;8;14;28079008_14_6;2022;09;64.19;V;63.79;V;68.78;V;67.51;V;53.54;V;49.5;V;60.47;V;50.68;V;47.08;V;56.36;V;47.75;V;44.92;V;50.36;V;48.28;V;45.85;V;45.37;V;64.91;V;67.1;V;64.75;V;61.7;V;54.41;V;54.6;V;59.59;V;59.98;V;62.98;V;65.14;V;37.94;V;37.09;V;47.98;V;49.37;V;0;N
28;079;8;14;28079008_14_6;2022;10;36.53;V;47.41;V;39.21;V;25.22;V;37.08;V;46.97;V;42.85;V;44.86;V;58.24;V;32.81;V;38.8;V;44.79;V;33.15;V;23.69;V;38.76;V;40.1;V;28.28;V;24.54;V;26.44;V;40.49;V;34.49;V;41.29;V;41.9;V;23.24;V;23.39;V;12.1;V;14.08;V;19.36;V;48.13;V;31.68;V;17.06;V
28;079;8;14;28079008_14_6;2022;11;28.46;V;28.33;V;26.96;V;34.29;V;29.33;V;25.66;V;12.05;V;11.46;V;29.36;V;17.53;V;27.06;V;41.86;V;32.32;V;17.71;V;40.39;V;37.7;V;37.58;V;41.37;V;54.19;V;39.7;V;45.89;V;46.77;V;34.84;V;30.36;V;40.12;V;20.98;V;21.19;V;37.67;V;18.25;V;7.86;V;0;N
28;079;8;14;28079008_14_6;2022;12;23.71;V;25.41;V;6.75;V;11.42;V;14.37;V;14.1;V;7.57;V;25.93;V;26.32;V;5.04;N;36.2;V;16.54;V;28.86;V;30.21;V;39.32;V;22.68;V;19.5;V;20.04;V;13.98;V;7.25;N;29.32;N;32.07;V;27.08;V;21.47;V;24.91;V;14.98;V;6.87;V;9.73;V;26.54;V;41.88;V;20.99;V
28;079;8;20;28079008_20_59;2022;01;1.3;V;1.4;V;3.1;V;2.4;V;1.1;V;0.9;V;3.1;V;2;V;0.6;V;1.8;V;3.7;V;2.5;V;2.3;V;1.4;V;1.5;V;1.6;V;3.4;V;2.9;V;4.5;V;2.7;V;2;V;1;V;0.9;V;1.8;V;1.6;V;1.9;V;0.1;N;4.5;N;3.7;V;3.2;V;4.2;V
28;079;8;20;28079008_20_59;2022;02;1.1;V;6;V;7.1;V;4.2;V;1.4;V;1;V;2.6;V;2.4;V;3;V;5.1;V;5.8;N;1.7;V;1.2;V;1;V;1.7;V;2.3;N;4.2;N;4.9;V;0.7;V;0.7;V;2.1;V;1.8;V;4.4;V;3.2;V;1.5;V;0.9;V;0.5;V;1.9;V;0;N;0;N;0;N
28;079;8;20;28079008_20_59;2022;03;3.1;V;1.7;V;3.3;V;1.5;V;1.1;V;0.5;V;1;V;1.1;V;2.6;V;1.8;V;1.7;V;0.7;V;0.5;V;1.1;V;2.5;V;2.7;V;1.1;V;1.7;V;1.1;V;0.5;V;0.7;V;0.7;V;1.2;V;1.8;V;1.5;V;0.8;V;0.6;V;1.5;V;1.8;V;1.6;V;2.7;V
28;079;8;20;28079008_20_59;2022;04;1.2;V;0.8;V;0.4;V;0.9;V;1.5;V;2;V;2.2;V;1.3;V;0.9;V;0.9;V;0.8;V;1;V;1.9;V;0.6;V;0.7;V;1;V;1.1;V;1.1;V;1.4;V;0.8;V;1.1;V;0.7;V;0.3;V;0.5;V;1.2;V;2.6;V;1.5;V;1.8;V;1.4;V;2.4;V;0;N
28;079;8;20;28079008_20_59;2022;05;1.4;V;0.8;V;1.1;V;1.3;V;1.5;V;1.1;V;0.6;V;0.7;V;1.3;V;1.5;V;1.8;V;1.4;V;1.9;V;1.4;V;0.6;V;1;V;0.7;V;2;V;1.6;V;1.4;V;1.2;V;0.9;V;1.2;V;1.2;V;1;V;1.4;V;1.2;V;1.1;V;1.6;V;1;V;1.8;V
28;079;8;20;28079008_20_59;2022;06;1.5;V;1.2;V;1.5;V;1.1;V;0.5;V;1.6;V;1.8;V;2.3;V;1.3;V;1.6;V;3.2;V;1;V;1.4;V;3.6;V;1.8;V;46;N;1.5;V;1.5;V;0.4;V;0.8;V;0.8;V;0.7;V;1.3;V;0.9;V;0.6;V;0.5;V;0.7;V;0.7;V;1.7;V;1;V;0;N
28;079;8;20;28079008_20_59;2022;07;0.8;V;0.5;V;0.5;V;1.3;V;1.5;V;1;V;0.6;V;0.8;V;1.2;V;0.7;V;1.1;V;1;V;1.7;V;1.8;V;1.3;V;0.7;V;1.4;V;0.7;V;0.6;V;1;V;1.2;V;1;V;0.8;V;1;V;0.5;V;0.8;V;0.5;V;0.9;V;1;V;0.3;V;1.6;V
28;079;8;20;28079008_20_59;2022;08;0.7;V;0.7;V;0.7;V;0.9;V;0.9;V;0.8;V;0.4;V;0.7;V;0.8;V;0.5;V;0.5;V;0.8;V;1.2;V;0.4;V;0.4;V;0.5;V;0.8;V;1.3;V;1.1;V;1.7;V;2.7;V;1.1;V;1;V;3.6;V;2.2;V;0.9;V;1.3;V;0.8;V;1.1;V;3;V;1.1;V
28;079;8;20;28079008_20_59;2022;09;2.3;V;2.3;V;0.9;V;0.7;V;1.5;V;1.3;V;1.3;V;1.4;V;1.3;V;1;V;2.3;V;1.7;V;0.7;V;1;V;1.3;V;1.7;V;1.2;V;0.5;V;1.1;V;1.9;V;3.5;V;2.6;V;1.1;V;1.1;V;0.2;V;0.6;V;2.4;V;3;V;1.1;V;1.5;V;0;N
28;079;8;20;28079008_20_59;2022;10;2.1;V;2.1;V;2.8;V;6.2;N;3.3;V;2.3;V;3;V;1.6;V;0.7;V;1.8;V;1.4;V;0.8;V;2.1;V;4;V;2.8;V;1.8;V;2;V;3.9;V;3.4;V;0.9;V;0.7;V;0.4;V;0.3;V;1.8;V;2.6;V;4.9;V;4.3;N;6;V;1.6;V;1.2;V;1.6;V
28;079;8;20;28079008_20_59;2022;11;1;V;2.1;V;1.2;N;1.4;V;1.8;V;1.6;V;3.2;V;2.9;V;1;V;2.7;V;1.5;V;0.6;V;1.1;V;1.9;V;0.6;V;0.6;V;0.5;V;0.8;V;0.3;V;0.3;V;0.8;V;1;V;0.5;V;1;V;1.2;V;1.4;V;0.9;V;1.4;V;2.5;V;3.2;V;0;N
28;079;8;20;28079008_20_59;2022;12;2.9;V;2.4;V;4.6;V;2;V;2.6;V;3;V;4.3;V;1.3;V;1.4;V;0.8;V;0.3;V;1.3;V;1.4;V;2;V;1.4;V;1.9;V;1.6;V;1.4;V;2.8;V;4.7;V;2.1;V;1.2;V;1.4;V;1.3;V;1.2;V;2.2;V;3.9;V;4.1;V;1.2;V;0.6;V;1.3;V
28;079;8;30;28079008_30_59;2022;01;1;V;0.6;V;0.6;N;0.4;V;0.6;V;0.3;V;0.7;V;0.6;V;0.5;V;0.4;V;0.8;V;0.9;V;0.5;V;0.4;V;0.5;V;0.7;V;0.9;V;0.6;V;0.9;V;0.6;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;1.5;N;0.9;N;0.9;V;0.9;V;0.9;V
28;079;8;30;28079008_30_59;2022;02;0.6;N;1.2;N;1;V;0.7;N;0.6;N;0.4;V;0.6;V;0.5;N;0.5;V;0.8;V;0.7;V;0.3;V;0.2;V;0.2;V;0.4;V;0.7;N;0.5;N;0.6;V;0.4;V;0.3;V;0.5;V;0.4;N;0.6;N;0.5;V;0.3;V;0.2;V;0.2;V;0.3;V;0;N;0;N;0;N
28;079;8;30;28079008_30_59;2022;03;0.5;V;0.4;V;0.5;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.5;V;0.4;V;0.3;V;0.2;V;0.2;V;0.2;V;0.4;V;0.3;V;0.2;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.3;V
28;079;8;30;28079008_30_59;2022;04;0.3;V;0.3;V;0.2;V;0.3;V;0.4;V;0.3;V;0.3;V;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.1;V;0.2;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0;N
28;079;8;30;28079008_30_59;2022;05;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.2;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V
28;079;8;30;28079008_30_59;2022;06;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.3;V;0.1;V;0.1;V;0.2;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0;N
28;079;8;30;28079008_30_59;2022;07;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;079;8;30;28079008_30_59;2022;08;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
